iShares Russell 2000 ETF
Fund Holdings as of,"Sep 14, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"277,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BDC","BELDEN","Information Technology","Equity","116,314,089.87","0.15","116,314,089.87","1,025,607.00","113.41","United States","NYSE","USD","1.00","USD","-"
"PSMT","PRICESMART","Consumer Staples","Equity","115,914,493.60","0.15","115,914,493.60","686,860.00","168.76","United States","NASDAQ","USD","1.00","USD","-"
"TDW","TIDEWATER","Energy","Equity","115,648,542.14","0.15","115,648,542.14","1,305,583.00","88.58","United States","NYSE","USD","1.00","USD","-"
"MRX","MAREX GROUP LTD","Financials","Equity","115,619,457.24","0.15","115,619,457.24","1,632,582.00","70.82","Bermuda","NASDAQ","USD","1.00","USD","-"
"SFBS","SERVISFIRST BANCSHARES INC","Financials","Equity","115,573,836.60","0.15","115,573,836.60","2,732,242.00","42.30","United States","NYSE","USD","1.00","USD","-"
"BOOT","BOOT BARN HOLDINGS","Consumer Discretionary","Equity","115,354,441.52","0.14","115,354,441.52","807,578.00","142.84","United States","NYSE","USD","1.00","USD","-"
"LAUR","LAUREATE EDUCATION","Consumer Discretionary","Equity","114,733,966.08","0.14","114,733,966.08","3,202,176.00","35.83","United States","NASDAQ","USD","1.00","USD","-"
"TCBI","TEXAS CAPITAL BANCSHARES","Financials","Equity","114,329,495.72","0.14","114,329,495.72","1,161,413.00","98.44","United States","NASDAQ","USD","1.00","USD","-"
"PTEN","PATTERSON UTI ENERGY INC","Energy","Equity","114,118,089.84","0.14","114,118,089.84","9,188,252.00","12.42","United States","NASDAQ","USD","1.00","USD","-"
"FULT","FULTON FINANCIAL","Financials","Equity","113,721,911.25","0.14","113,721,911.25","4,788,291.00","23.75","United States","NASDAQ","USD","1.00","USD","-"
"ITGR","INTEGER HOLDINGS CORP","Health Care","Equity","112,925,071.91","0.14","112,925,071.91","895,307.00","126.13","United States","NYSE","USD","1.00","USD","-"
"NWE","NORTHWESTERN ENERGY GROUP","Utilities","Equity","112,916,961.65","0.14","112,916,961.65","1,644,821.00","68.65","United States","NASDAQ","USD","1.00","USD","-"
"CVSA","COVISTA","Consumer Discretionary","Equity","112,922,803.95","0.14","112,922,803.95","899,855.00","125.49","United States","NYSE","USD","1.00","USD","-"
"MTH","MERITAGE CORP","Consumer Discretionary","Equity","112,800,692.40","0.14","112,800,692.40","1,738,605.00","64.88","United States","NYSE","USD","1.00","USD","-"
"VSH","VISHAY INTERTECHNOLOGY INC","Information Technology","Equity","111,115,681.60","0.14","111,115,681.60","3,607,652.00","30.80","United States","NYSE","USD","1.00","USD","-"
"MYRG","MYR GROUP INC","Industrials","Equity","111,003,081.25","0.14","111,003,081.25","408,475.00","271.75","United States","NASDAQ","USD","1.00","USD","-"
"JOBY","JOBY AVIATION CLASS A","Industrials","Equity","110,956,513.50","0.14","110,956,513.50","17,612,145.00","6.30","United States","NYSE","USD","1.00","USD","-"
"CBT","CABOT CORP","Materials","Equity","110,425,893.84","0.14","110,425,893.84","1,367,334.00","80.76","United States","NYSE","USD","1.00","USD","-"
"FBP","FIRST BANCORP","Financials","Equity","110,164,293.10","0.14","110,164,293.10","3,913,474.00","28.15","United States","NYSE","USD","1.00","USD","-"
"CON","CONCENTRA GROUP HOLDINGS PARENT IN","Health Care","Equity","110,002,769.45","0.14","110,002,769.45","3,071,845.00","35.81","United States","NYSE","USD","1.00","USD","-"
"CHEF","CHEFS WAREHOUSE INC","Consumer Staples","Equity","109,567,414.32","0.14","109,567,414.32","970,998.00","112.84","United States","NASDAQ","USD","1.00","USD","-"
"CVCO","CAVCO INDUSTRIES","Consumer Discretionary","Equity","109,510,232.12","0.14","109,510,232.12","204,436.00","535.67","United States","NASDAQ","USD","1.00","USD","-"
"HP","HELMERICH & PAYNE","Energy","Equity","109,512,462.78","0.14","109,512,462.78","2,568,906.00","42.63","United States","NYSE","USD","1.00","USD","-"
"KFY","KORN FERRY","Industrials","Equity","109,200,897.12","0.14","109,200,897.12","1,393,224.00","78.38","United States","NYSE","USD","1.00","USD","-"
"DIOD","DIODES","Information Technology","Equity","108,649,342.01","0.14","108,649,342.01","1,203,071.00","90.31","United States","NASDAQ","USD","1.00","USD","-"
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Information Technology","Equity","107,971,119.90","0.14","107,971,119.90","1,358,982.00","79.45","United States","NASDAQ","USD","1.00","USD","-"
"INDV","INDIVIOR PHARMACEUTICALS INC","Health Care","Equity","107,777,142.18","0.14","107,777,142.18","3,126,694.00","34.47","United States","NASDAQ","USD","1.00","USD","-"
"CATY","CATHAY GENERAL BANCORP","Financials","Equity","107,440,861.94","0.14","107,440,861.94","1,721,257.00","62.42","United States","NASDAQ","USD","1.00","USD","-"
"ABG","ASBURY AUTOMOTIVE GROUP INC","Consumer Discretionary","Equity","107,175,634.93","0.13","107,175,634.93","513,023.00","208.91","United States","NYSE","USD","1.00","USD","-"
"WSFS","WSFS FINANCIAL","Financials","Equity","107,164,028.16","0.13","107,164,028.16","1,328,919.00","80.64","United States","NASDAQ","USD","1.00","USD","-"
"SPHR","SPHERE ENTERTAINMENT CLASS A","Communication","Equity","107,110,568.40","0.13","107,110,568.40","726,666.00","147.40","United States","NYSE","USD","1.00","USD","-"
"CDP","COPT DEFENSE PROPERTIES","Real Estate","Equity","107,094,297.24","0.13","107,094,297.24","3,066,847.00","34.92","United States","NYSE","USD","1.00","USD","-"
"CRC","CALIFORNIA RESOURCES","Energy","Equity","107,033,059.21","0.13","107,033,059.21","1,918,499.00","55.79","United States","NYSE","USD","1.00","USD","-"
"ITRI","ITRON","Information Technology","Equity","106,977,327.21","0.13","106,977,327.21","1,164,189.00","91.89","United States","NASDAQ","USD","1.00","USD","-"
"PJT","PJT PARTNERS CLASS A","Financials","Equity","105,343,497.98","0.13","105,343,497.98","655,162.00","160.79","United States","NYSE","USD","1.00","USD","-"
"IBOC","INTERNATIONAL BANCSHARES CORP","Financials","Equity","105,299,547.60","0.13","105,299,547.60","1,467,385.00","71.76","United States","NASDAQ","USD","1.00","USD","-"
"TENB","TENABLE HOLDINGS","Information Technology","Equity","105,153,562.88","0.13","105,153,562.88","2,997,536.00","35.08","United States","NASDAQ","USD","1.00","USD","-"
"PARR","PAR PACIFIC HOLDINGS","Energy","Equity","105,137,687.50","0.13","105,137,687.50","1,286,875.00","81.70","United States","NYSE","USD","1.00","USD","-"
"FLG","FLAGSTAR BANK NATIONAL ASSOCIATION","Financials","Equity","105,032,274.90","0.13","105,032,274.90","8,066,995.00","13.02","United States","NYSE","USD","1.00","USD","-"
"YOU","CLEAR SECURE CLASS A","Information Technology","Equity","104,972,102.40","0.13","104,972,102.40","2,485,135.00","42.24","United States","NYSE","USD","1.00","USD","-"
"SIG","SIGNET JEWELERS","Consumer Discretionary","Equity","104,590,791.50","0.13","104,590,791.50","1,038,122.00","100.75","United States","NYSE","USD","1.00","USD","-"
"UNF","UNIFIRST","Industrials","Equity","104,488,732.65","0.13","104,488,732.65","386,895.00","270.07","United States","NYSE","USD","1.00","USD","-"
"BNL","BROADSTONE NET LEASE","Real Estate","Equity","104,340,944.48","0.13","104,340,944.48","5,134,889.00","20.32","United States","NYSE","USD","1.00","USD","-"
"SKT","TANGER","Real Estate","Equity","104,056,570.35","0.13","104,056,570.35","2,861,055.00","36.37","United States","NYSE","USD","1.00","USD","-"
"INDB","INDEPENDENT BANK CORP","Financials","Equity","104,012,931.87","0.13","104,012,931.87","1,246,709.00","83.43","United States","NASDAQ","USD","1.00","USD","-"
"STNG","SCORPIO TANKERS","Energy","Equity","103,990,633.64","0.13","103,990,633.64","1,216,834.00","85.46","United States","NYSE","USD","1.00","USD","-"
"AZZ","AZZ INC","Industrials","Equity","103,974,180.75","0.13","103,974,180.75","783,233.00","132.75","United States","NYSE","USD","1.00","USD","-"
"HTFL","HEARTFLOW","Health Care","Equity","103,768,861.92","0.13","103,768,861.92","2,094,648.00","49.54","United States","NASDAQ","USD","1.00","USD","-"
"STEP","STEPSTONE GROUP CLASS A","Financials","Equity","103,675,051.12","0.13","103,675,051.12","2,016,632.00","51.41","United States","NASDAQ","USD","1.00","USD","-"
"HNGE","HINGE HEALTH CLASS A","Health Care","Equity","103,410,392.18","0.13","103,410,392.18","1,090,942.00","94.79","United States","NYSE","USD","1.00","USD","-"
"GEO","GEO GROUP","Industrials","Equity","103,210,217.50","0.13","103,210,217.50","3,345,550.00","30.85","United States","NYSE","USD","1.00","USD","-"
"UCB","UNITED COMMUNITY BANKS INC","Financials","Equity","103,188,671.16","0.13","103,188,671.16","2,916,582.00","35.38","United States","NYSE","USD","1.00","USD","-"
"WK","WORKIVA CLASS A","Information Technology","Equity","103,022,572.25","0.13","103,022,572.25","1,357,525.00","75.89","United States","NYSE","USD","1.00","USD","-"
"XMTR","XOMETRY CLASS A","Industrials","Equity","102,939,018.60","0.13","102,939,018.60","1,210,620.00","85.03","United States","NASDAQ","USD","1.00","USD","-"
"QTWO","Q2 HOLDINGS INC","Information Technology","Equity","102,919,393.50","0.13","102,919,393.50","1,661,330.00","61.95","United States","NYSE","USD","1.00","USD","-"
"CLMT","CALUMET","Energy","Equity","102,254,614.80","0.13","102,254,614.80","1,808,216.00","56.55","United States","NASDAQ","USD","1.00","USD","-"
"SKYW","SKYWEST","Industrials","Equity","101,770,420.20","0.13","101,770,420.20","1,048,315.00","97.08","United States","NASDAQ","USD","1.00","USD","-"
"ICUI","ICU MEDICAL","Health Care","Equity","101,684,623.20","0.13","101,684,623.20","645,207.00","157.60","United States","NASDAQ","USD","1.00","USD","-"
"TPC","TUTOR PERINI","Industrials","Equity","101,165,061.78","0.13","101,165,061.78","1,197,078.00","84.51","United States","NYSE","USD","1.00","USD","-"
"AVNT","AVIENT CORP","Materials","Equity","100,373,969.64","0.13","100,373,969.64","2,438,629.00","41.16","United States","NYSE","USD","1.00","USD","-"
"FSLY","FASTLY CLASS A","Information Technology","Equity","99,908,436.98","0.13","99,908,436.98","4,018,843.00","24.86","United States","NASDAQ","USD","1.00","USD","-"
"OPCH","OPTION CARE HEALTH INC","Health Care","Equity","99,806,004.83","0.13","99,806,004.83","4,160,317.00","23.99","United States","NASDAQ","USD","1.00","USD","-"
"ADPT","ADAPTIVE BIOTECHNOLOGIES","Health Care","Equity","99,567,725.04","0.13","99,567,725.04","4,018,068.00","24.78","United States","NASDAQ","USD","1.00","USD","-"
"GNW","GENWORTH FINANCIAL INC","Financials","Equity","99,240,146.80","0.12","99,240,146.80","9,362,278.00","10.60","United States","NYSE","USD","1.00","USD","-"
"CVBF","CVB FINANCIAL CORP","Financials","Equity","99,085,964.25","0.12","99,085,964.25","4,355,427.00","22.75","United States","NASDAQ","USD","1.00","USD","-"
"CRGY","CRESCENT ENERGY CLASS A","Energy","Equity","99,072,373.70","0.12","99,072,373.70","6,790,430.00","14.59","United States","NYSE","USD","1.00","USD","-"
"WSBC","WESBANCO","Financials","Equity","98,929,465.56","0.12","98,929,465.56","2,449,962.00","40.38","United States","NASDAQ","USD","1.00","USD","-"
"TDS","TELEPHONE AND DATA SYSTEMS","Communication","Equity","98,888,931.63","0.12","98,888,931.63","2,622,353.00","37.71","United States","NYSE","USD","1.00","USD","-"
"IRTC","IRHYTHM HOLDINGS INC","Health Care","Equity","98,775,984.96","0.12","98,775,984.96","861,018.00","114.72","United States","NASDAQ","USD","1.00","USD","-"
"OPLN","OPENLANE","Industrials","Equity","98,693,970.92","0.12","98,693,970.92","2,781,679.00","35.48","United States","NYSE","USD","1.00","USD","-"
"BMI","BADGER METER","Information Technology","Equity","98,631,757.70","0.12","98,631,757.70","775,285.00","127.22","United States","NYSE","USD","1.00","USD","-"
"SLG","SL GREEN REALTY REIT CORP","Real Estate","Equity","98,601,329.82","0.12","98,601,329.82","1,896,909.00","51.98","United States","NYSE","USD","1.00","USD","-"
"DAVE","DAVE CLASS A","Financials","Equity","98,198,396.14","0.12","98,198,396.14","268,463.00","365.78","United States","NASDAQ","USD","1.00","USD","-"
"GHC","GRAHAM HOLDINGS COMPANY CLASS B","Consumer Discretionary","Equity","98,141,636.76","0.12","98,141,636.76","84,052.00","1,167.63","United States","NYSE","USD","1.00","USD","-"
"ATMU","ATMUS FILTRATION TECHNOLOGIES","Industrials","Equity","98,010,845.28","0.12","98,010,845.28","2,208,944.00","44.37","United States","NYSE","USD","1.00","USD","-"
"RNST","RENASANT CORP","Financials","Equity","97,914,534.58","0.12","97,914,534.58","2,388,742.00","40.99","United States","NYSE","USD","1.00","USD","-"
"KTB","KONTOOR BRANDS","Consumer Discretionary","Equity","97,658,544.20","0.12","97,658,544.20","1,448,510.00","67.42","United States","NYSE","USD","1.00","USD","-"
"CECO","CECO ENVIRONMENTAL","Industrials","Equity","97,031,535.41","0.12","97,031,535.41","1,373,023.00","70.67","United States","NASDAQ","USD","1.00","USD","-"
"CNK","CINEMARK HOLDINGS INC","Communication","Equity","96,915,067.11","0.12","96,915,067.11","2,782,517.00","34.83","United States","NYSE","USD","1.00","USD","-"
"MIR","MIRION TECHNOLOGIES CLASS A","Information Technology","Equity","96,752,903.88","0.12","96,752,903.88","6,290,826.00","15.38","United States","NYSE","USD","1.00","USD","-"
"SYNA","SYNAPTICS","Information Technology","Equity","96,714,709.42","0.12","96,714,709.42","1,017,407.00","95.06","United States","NASDAQ","USD","1.00","USD","-"
"IRT","INDEPENDENCE REALTY","Real Estate","Equity","96,595,780.58","0.12","96,595,780.58","6,296,987.00","15.34","United States","NYSE","USD","1.00","USD","-"
"ACHR","ARCHER AVIATION CLASS A","Industrials","Equity","96,573,891.22","0.12","96,573,891.22","17,527,022.00","5.51","United States","NYSE","USD","1.00","USD","-"
"FELE","FRANKLIN ELECTRIC","Industrials","Equity","96,061,076.91","0.12","96,061,076.91","999,699.00","96.09","United States","NASDAQ","USD","1.00","USD","-"
"IOVA","IOVANCE BIOTHERAPEUTICS INC","Health Care","Equity","95,954,786.88","0.12","95,954,786.88","10,362,288.00","9.26","United States","NASDAQ","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS","Financials","Equity","95,093,027.04","0.12","95,093,027.04","691,284.00","137.56","United States","NASDAQ","USD","1.00","USD","-"
"GFF","GRIFFON","Industrials","Equity","95,043,413.88","0.12","95,043,413.88","1,013,148.00","93.81","United States","NYSE","USD","1.00","USD","-"
"TTAN","SERVICETITAN CLASS A","Information Technology","Equity","94,537,491.98","0.12","94,537,491.98","1,602,602.00","58.99","United States","NASDAQ","USD","1.00","USD","-"
"MWA","MUELLER WATER PRODUCTS SERIES A","Industrials","Equity","94,485,873.36","0.12","94,485,873.36","4,093,842.00","23.08","United States","NYSE","USD","1.00","USD","-"
"LXP","LXP INDUSTRIAL TRUST","Real Estate","Equity","94,421,572.11","0.12","94,421,572.11","1,552,731.00","60.81","United States","NYSE","USD","1.00","USD","-"
"MHO","M I HOMES INC","Consumer Discretionary","Equity","94,159,345.89","0.12","94,159,345.89","669,649.00","140.61","United States","NYSE","USD","1.00","USD","-"
"ACMR","ACM RESEARCH CLASS A","Information Technology","Equity","94,024,683.12","0.12","94,024,683.12","1,406,292.00","66.86","United States","NASDAQ","USD","1.00","USD","-"
"LMND","LEMONADE INC","Financials","Equity","93,855,929.79","0.12","93,855,929.79","1,875,993.00","50.03","United States","NYSE","USD","1.00","USD","-"
"AXTI","AXT","Information Technology","Equity","93,072,391.92","0.12","93,072,391.92","1,631,132.00","57.06","United States","NASDAQ","USD","1.00","USD","-"
"ERAS","ERASCA","Health Care","Equity","92,987,338.72","0.12","92,987,338.72","5,754,167.00","16.16","United States","NASDAQ","USD","1.00","USD","-"
"ASO","ACADEMY SPORTS AND OUTDOORS","Consumer Discretionary","Equity","92,644,786.50","0.12","92,644,786.50","1,707,738.00","54.25","United States","NASDAQ","USD","1.00","USD","-"
"ACAD","ACADIA PHARMACEUTICALS","Health Care","Equity","92,491,912.96","0.12","92,491,912.96","3,360,898.00","27.52","United States","NASDAQ","USD","1.00","USD","-"
"DORM","DORMAN PRODUCTS","Consumer Discretionary","Equity","92,240,000.40","0.12","92,240,000.40","728,594.00","126.60","United States","NASDAQ","USD","1.00","USD","-"
"MC","MOELIS CLASS A","Financials","Equity","92,243,713.47","0.12","92,243,713.47","1,470,957.00","62.71","United States","NYSE","USD","1.00","USD","-"
"ONDS","ONDAS INC","Information Technology","Equity","91,868,493.87","0.12","91,868,493.87","12,706,569.00","7.23","United States","NASDAQ","USD","1.00","USD","-"
"LRN","STRIDE INC","Consumer Discretionary","Equity","91,390,860.30","0.11","91,390,860.30","1,105,089.00","82.70","United States","NYSE","USD","1.00","USD","-"
"APLE","APPLE HOSPITALITY REIT INC","Real Estate","Equity","90,972,879.48","0.11","90,972,879.48","5,876,801.00","15.48","United States","NYSE","USD","1.00","USD","-"
"AMLX","AMYLYX PHARMACEUTICALS","Health Care","Equity","90,959,599.68","0.11","90,959,599.68","2,703,912.00","33.64","United States","NASDAQ","USD","1.00","USD","-"
"AWR","AMERICAN STATES WATER","Utilities","Equity","90,175,472.64","0.11","90,175,472.64","1,035,072.00","87.12","United States","NYSE","USD","1.00","USD","-"
"TNGX","TANGO THERAPEUTICS","Health Care","Equity","90,086,536.32","0.11","90,086,536.32","3,671,008.00","24.54","United States","NASDAQ","USD","1.00","USD","-"
"RELY","REMITLY GLOBAL","Financials","Equity","90,026,503.75","0.11","90,026,503.75","4,046,135.00","22.25","United States","NASDAQ","USD","1.00","USD","-"
"MGNI","MAGNITE","Communication","Equity","89,835,270.72","0.11","89,835,270.72","3,768,258.00","23.84","United States","NASDAQ","USD","1.00","USD","-"
"NMIH","NMI HOLDINGS","Financials","Equity","89,795,980.04","0.11","89,795,980.04","2,035,267.00","44.12","United States","NASDAQ","USD","1.00","USD","-"
"CSTM","CONSTELLIUM SE CLASS A","Materials","Equity","89,554,115.52","0.11","89,554,115.52","3,541,088.00","25.29","United States","NYSE","USD","1.00","USD","-"
"OTTR","OTTER TAIL","Utilities","Equity","89,514,553.79","0.11","89,514,553.79","1,021,739.00","87.61","United States","NASDAQ","USD","1.00","USD","-"
"NATL","NCR ATLEOS","Financials","Equity","89,466,977.95","0.11","89,466,977.95","1,933,585.00","46.27","United States","NYSE","USD","1.00","USD","-"
"NHI","NATIONAL HEALTH INVESTORS REIT","Real Estate","Equity","89,432,951.52","0.11","89,432,951.52","1,270,896.00","70.37","United States","NYSE","USD","1.00","USD","-"
"HIW","HIGHWOODS PROPERTIES REIT","Real Estate","Equity","89,143,060.86","0.11","89,143,060.86","2,907,471.00","30.66","United States","NYSE","USD","1.00","USD","-"
"DAN","DANA INCORPORATED INC","Consumer Discretionary","Equity","88,860,658.50","0.11","88,860,658.50","2,932,695.00","30.30","United States","NYSE","USD","1.00","USD","-"
"EXPO","EXPONENT","Industrials","Equity","88,739,703.69","0.11","88,739,703.69","1,282,551.00","69.19","United States","NASDAQ","USD","1.00","USD","-"
